ПС 35/6 кВ Литейная;Ячейка 26;;;ПСЧ-4ТМ.05МК;1121201123;;16.12.2020 7:30:44;;;;;;;;;;;;;;
ПС 35/6 кВ Литейная;Ячейка 27;03.17.33;172.18.10.90:9002;СЭТ-4ТМ.03М;0804113342;;10.09.2025 8:05:34;;;;;;;;;;;;;;
ПС 35/6 кВ Продуктопровод;Ячейка 5;03.17.40;172.17.112.251:9002;СЭТ-4ТМ.03М;0806150732;;09.10.2025 13:03:22;;;;;;;;;;;;;;
ПС 35/6 кВ Продуктопровод;Ячейка 9;03.17.33;172.17.112.251:9002;СЭТ-4ТМ.03М;0804110258;;10.10.2025 10:49:47;;;;;;;;;;;;;;
ПС 35/6 кВ Продуктопровод;Ячейка 8;03.17.40;172.17.112.251:9002;СЭТ-4ТМ.03М;0806150108;;01.10.2025 8:33:37;;;;;;;;;;;;;;
ПС 35/10 кВ Веселовка;Ячейка 4;02.33.30;10.10.46.217:9002;СЭТ-4ТМ.03;110080371;;11.09.2025 8:00:56;;;;;;;;;;;;;;
ПС 35/10 кВ Гидростройдеталь;Ячейка 3;;;;;;16.09.2025 8:42:03;;;;;;;;;;;;;;
ПС 35/10 кВ Гидростройдеталь;Ячейка 23;;;;;;16.09.2025 8:42:54;;;;;;;;;;;;;;
ПС 35/10 кВ Комбикормовая;Ячейка 3;03.17.33;172.17.44.27:9002;СЭТ-4ТМ.03М;0812105187;;01.10.2025 16:36:38;;;;;;;;;;;;;;
ПС 35/10 кВ Комбикормовая;Ячейка 14;03.17.33;172.17.44.27:9002;СЭТ-4ТМ.03М;0812104995;;01.10.2025 16:40:19;;;;;;;;;;;;;;
ПС 35/10 кВ Комбикормовая;Ячейка 17;03.17.32;172.17.44.27:9002;СЭТ-4ТМ.03М;0812104916;;01.10.2025 15:49:25;;;;;;;;;;;;;;
ПС 35/10 кВ НИИЭКИПМАШ;Ячейка 2 ПГЭС;;81.200.248.11:47777;ПСЧ-4ТМ.05М.12;0607112352;;10.10.2025 9:57:16;;;;;;;;;;;;;;
ПС 35/10 кВ НИИЭКИПМАШ;Ячейка 4 ПГЭС;;81.200.248.11:47777;ПСЧ-4ТМ.05М.12;0607112718;;10.10.2025 9:57:37;;;;;;;;;;;;;;
ПС 35/10 кВ НИИЭКИПМАШ;Ячейка 12 ПГЭС;;81.200.248.11:47777;ПСЧ-4ТМ.05М.12;0607112593;;10.10.2025 10:34:14;;;;;;;;;;;;;;
ПС 35/10 кВ Саранская;Ячейка 5;03.12.30;172.17.44.12:9002;СЭТ-4ТМ.03М;0808101994;;31.07.2025 17:00:48;;;;;;;;;;;;;;
ПС 35/10 кВ Саранская;Ячейка 32;03.15.30;172.17.44.12:9002;СЭТ-4ТМ.03М;0807101073;;31.07.2025 13:00:50;;;;;;;;;;;;;;
ПС 35/10 кВ Саранская;Ячейка 34;03.16.30;172.17.44.12:9002;СЭТ-4ТМ.03М;0808101558;;31.07.2025 12:00:08;;;;;;;;;;;;;;
ПС 35/10 кВ Саранская;Ячейка 12;03.17.37;172.17.44.12:9002;СЭТ-4ТМ.03М;0806125490;;31.07.2025 17:01:01;;;;;;;;;;;;;;
ПС 35/10 кВ Саранская;Ячейка 26;03.15.30;172.17.44.12:9002;СЭТ-4ТМ.03М;0807100756;;31.07.2025 17:31:01;;;;;;;;;;;;;;
ПС 35/10 кВ Саранская;Ячейка 38;03.16.30;172.17.44.12:9002;СЭТ-4ТМ.03М;0808101737;;31.07.2025 13:01:21;;;;;;;;;;;;;;
ПС 35/10 кВ ЯК 7/5;Ячейка 0;33.28.32;10.10.21.94:9002;СЭТ-4ТМ.02;08030069;;10.10.2025 10:49:18;;;;;;;;;;;;;;
ПС 35/10 кВ ЯК 7/5;Ячейка 4;34.29.32;10.10.21.94:9002;СЭТ-4ТМ.02;10051446;;10.10.2025 10:48:33;;;;;;;;;;;;;;
ПС 35/10 кВ ЯК 7/5;Ячейка 5;33.28.32;10.10.21.94:9002;СЭТ-4ТМ.02;10032190;;10.10.2025 10:48:48;;;;;;;;;;;;;;
ПС 110/6 кВ Восточная;"Ячейка 0""";;;;;;16.08.2025 2:29:58;;;;;;;;;;;;;;
ПС 110/6 кВ Восточная;Ячейка 5;03.17.40;172.17.44.28:9002;СЭТ-4ТМ.03М;0805173024;;29.08.2025 1:46:12;;;;;;;;;;;;;;
ПС 110/6 кВ Восточная;Ячейка 49;03.17.40;172.17.44.28:9002;СЭТ-4ТМ.03М;0804141975;;29.08.2025 6:10:31;;;;;;;;;;;;;;
ПС 110/6 кВ Восточная;Ячейка 27;;;;;;29.08.2025 3:45:21;;;;;;;;;;;;;;
ПС 110/6 кВ Восточная;Ячейка 33;;;;;;29.08.2025 6:49:59;;;;;;;;;;;;;;
ПС 110/6 кВ Восточная;Ячейка 21;03.17.40;172.17.44.28:9002;СЭТ-4ТМ.03М;0804170645;;29.08.2025 3:41:01;;;;;;;;;;;;;;
ПС 110/6 кВ Восточная;Ячейка 47;03.16.37;172.17.44.28:9002;СЭТ-4ТМ.03М;0811102316;;29.08.2025 5:04:25;;;;;;;;;;;;;;
ПС 110/6 кВ Восточная;Ячейка 110;;;;;;29.08.2025 1:39:19;;;;;;;;;;;;;;
ПС 110/6 кВ Восточная;Ячейка 111;03.17.40;172.17.44.28:9002;СЭТ-4ТМ.03М;0810142078;;29.08.2025 5:18:40;;;;;;;;;;;;;;
ПС 110/6 кВ Восточная;Ячейка 117;03.17.40;172.17.44.28:9002;СЭТ-4ТМ.03М;0812163888;;29.08.2025 2:50:30;;;;;;;;;;;;;;
ПС 110/6 кВ Западная;Ячейка 1;03.16.30;10.10.31.134:9002;СЭТ-4ТМ.03М;0808101621;;26.08.2025 5:20:59;;;;;;;;;;;;;;
ПС 110/6 кВ Западная;Ячейка 2;03.16.30;10.10.31.134:9002;СЭТ-4ТМ.03М;0808101593;;03.09.2025 5:15:34;;;;;;;;;;;;;;
ПС 110/6 кВ Западная;Ячейка 3;03.16.30;10.10.31.134:9002;СЭТ-4ТМ.03М;0808101586;;07.09.2025;;;;;;;;;;;;;;
ПС 110/6 кВ Западная;Ячейка 4;03.16.30;10.10.31.134:9002;СЭТ-4ТМ.03М;0808101523;;26.08.2025 5:32:54;;;;;;;;;;;;;;
ПС 110/6 кВ Западная;Ячейка 5;03.16.30;10.10.31.134:9002;СЭТ-4ТМ.03М;0808101516;;12.09.2025;;;;;;;;;;;;;;
ПС 110/6 кВ Западная;Ячейка 7;03.15.30;10.10.31.134:9002;СЭТ-4ТМ.03М (12лет);0807100840;;07.09.2025 2:36:11;;;;;;;;;;;;;;
ПС 110/6 кВ Западная;Ячейка 14;;;ТЕ3000.00.12;2008250740;;13.09.2025 10:26:13;;;;;;;;;;;;;;
ПС 110/6 кВ Западная;Ячейка 16;;;ТЕ3000.00.12;2008250775;;06.09.2025 2:26:26;;;;;;;;;;;;;;
ПС 110/6 кВ Западная;Ячейка 21;;;ТЕ3000.00.12;2008250766;;03.09.2025 4:09:58;;;;;;;;;;;;;;
ПС 110/6 кВ Западная;Ячейка 22;;;ТЕ3000.00.12;2008250654;;03.09.2025 4:22:52;;;;;;;;;;;;;;
ПС 110/6 кВ ЗиФ;Ячейка 1;03.17.33;10.10.21.86:80;СЭТ-4ТМ.03М;0804113326;;09.10.2025 16:28:08;;;;;;;;;;;;;;
ПС 110/6 кВ ЗиФ;Ячейка 2 СВ-110 кВ;03.17.40;10.10.21.86:80;СЭТ-4ТМ.03М;0811102313;;09.10.2025 16:28:11;;;;;;;;;;;;;;
ПС 110/6 кВ ЗиФ;Ячейка 3;03.17.40;10.10.21.86:80;СЭТ-4ТМ.03М;0812104830;;09.10.2025 16:28:07;;;;;;;;;;;;;;
ПС 110/6 кВ ЗиФ;Ячейка 1;33.01.14;10.10.21.86:80;ПСЧ-4ТМ.05М;0603121418;;09.10.2025 16:27:05;;;;;;;;;;;;;;
ПС 110/6 кВ ЗиФ;Ячейка 2;33.01.14;10.10.21.86:80;ПСЧ-4ТМ.05М;0603121592;;09.10.2025 16:26:43;;;;;;;;;;;;;;
ПС 110/6 кВ ЗиФ;Ячейка 3;33.01.14;10.10.21.86:80;ПСЧ-4ТМ.05М;0603121466;;09.10.2025 16:26:23;;;;;;;;;;;;;;
ПС 110/6 кВ ЗиФ;Ячейка 4;33.01.14;10.10.21.86:80;ПСЧ-4ТМ.05М;0603121480;;09.10.2025 16:26:03;;;;;;;;;;;;;;
ПС 110/6 кВ ЗиФ;Ячейка 5;33.01.14;10.10.21.86:80;ПСЧ-4ТМ.05М;0602121324;;09.10.2025 16:27:57;;;;;;;;;;;;;;
ПС 110/6 кВ ЗиФ;Ячейка 7;33.01.14;10.10.21.86:80;ПСЧ-4ТМ.05М;0603121417;;09.10.2025 16:28:10;;;;;;;;;;;;;;
ПС 110/6 кВ ЗиФ;Ячейка 8;33.00.10;10.10.21.86:80;ПСЧ-4ТМ.05М;0603101250;;09.10.2025 16:28:08;;;;;;;;;;;;;;
ПС 110/6 кВ ЗиФ;Ячейка 9;33.01.14;10.10.21.86:80;ПСЧ-4ТМ.05М;0603121301;;09.10.2025 16:28:06;;;;;;;;;;;;;;
ПС 110/6 кВ ЗиФ;Ячейка 10;33.01.14;10.10.21.86:80;ПСЧ-4ТМ.05М;0603120774;;09.10.2025 16:28:05;;;;;;;;;;;;;;
ПС 110/6 кВ ЗиФ;Ячейка 11;33.01.14;10.10.21.86:80;ПСЧ-4ТМ.05М;0602120724;;09.10.2025 16:28:04;;;;;;;;;;;;;;
ПС 110/6 кВ ЗиФ;Ячейка 24;03.17.69;10.10.21.86:80;СЭТ-4ТМ.03М.01;0820211140;;09.10.2025 16:27:27;;;;;;;;;;;;;;
ПС 110/6 кВ ЗиФ;Ячейка 12;33.01.14;10.10.21.86:80;ПСЧ-4ТМ.05М;0603122035;;09.10.2025 16:28:05;;;;;;;;;;;;;;
ПС 110/6 кВ ЗиФ;Ячейка 14;33.00.10;10.10.21.86:80;ПСЧ-4ТМ.05М;0603101208;;09.10.2025 16:28:11;;;;;;;;;;;;;;
ПС 110/6 кВ ЗиФ;Ячейка 15;33.01.14;10.10.21.86:80;ПСЧ-4ТМ.05М;0603121462;;09.10.2025 16:28:09;;;;;;;;;;;;;;
ПС 110/6 кВ ЗиФ;Ячейка 16;33.01.14;10.10.21.86:80;ПСЧ-4ТМ.05М;0603121440;;09.10.2025 16:28:08;;;;;;;;;;;;;;
ПС 110/6 кВ ЗиФ;Ячейка 17;33.01.14;10.10.21.86:80;ПСЧ-4ТМ.05М;0603121618;;09.10.2025 16:28:11;;;;;;;;;;;;;;
ПС 110/6 кВ ЗиФ;Ячейка 18;33.01.14;10.10.21.86:80;ПСЧ-4ТМ.05М;0603121569;;09.10.2025 16:28:09;;;;;;;;;;;;;;
ПС 110/6 кВ ЗиФ;Ячейка 20;33.01.14;10.10.21.86:80;ПСЧ-4ТМ.05М;0603121543;;09.10.2025 16:28:08;;;;;;;;;;;;;;
ПС 110/6 кВ ЗиФ;Ячейка 21;33.01.14;10.10.21.86:80;ПСЧ-4ТМ.05М;0603122161;;09.10.2025 16:28:06;;;;;;;;;;;;;;
ПС 110/6 кВ ЗиФ;Ячейка 22;33.01.14;10.10.21.86:80;ПСЧ-4ТМ.05М;0603122358;;09.10.2025 16:28:05;;;;;;;;;;;;;;
ПС 110/6 кВ ЗиФ;Ячейка 23;03.17.69;10.10.21.86:80;СЭТ-4ТМ.03М.01;0820211129;;09.10.2025 16:28:07;;;;;;;;;;;;;;
ПС 110/6 кВ Пензадизельмаш;Ячейка 21;02.30.30;172.17.44.100:9002;СЭТ-4ТМ.03;111061103;;10.09.2025 14:31:44;;;;;;;;;;;;;;
ПС 110/6 кВ Пензадизельмаш;Ячейка 27;02.30.30;172.17.44.100:9002;СЭТ-4ТМ.03;111069244;;10.09.2025 13:31:12;;;;;;;;;;;;;;
ПС 110/6 кВ Пензадизельмаш;Ячейка 6;02.30.30;172.17.44.100:9002;СЭТ-4ТМ.03М.01;0111060120;;10.09.2025 13:33:32;;;;;;;;;;;;;;
ПС 110/6 кВ Пензадизельмаш;Ячейка 14;02.30.30;172.17.44.100:9002;СЭТ-4ТМ.03;0111061124;;10.09.2025 13:47:23;;;;;;;;;;;;;;
ПС 110/6 кВ Пензадизельмаш;Ячейка 16;02.30.30;172.17.44.100:9002;СЭТ-4ТМ.03;111061054;;10.09.2025 13:45:54;;;;;;;;;;;;;;
ПС 110/6 кВ Пензадизельмаш;Ячейка 42;02.30.30;172.17.44.100:9002;СЭТ-4ТМ.03;111061110;;10.09.2025 14:33:27;;;;;;;;;;;;;;
ПС 110/6 кВ Пензадизельмаш;Ячейка 5;03.17.50;172.17.44.106:9002;СЭТ-4ТМ.03М.01;0816210912;;02.08.2025 10:30:48;;;;;;;;;;;;;;
ПС 110/6 кВ Пензадизельмаш;Ячейка 6;03.17.50;172.17.44.107:9002;СЭТ-4ТМ.03М.01;0816210923;;02.08.2025;;;;;;;;;;;;;;
ПС 110/6 кВ Пензадизельмаш;Ячейка 7;02.35.30;172.17.44.107:9002;СЭТ-4ТМ.03;0111060240;;02.08.2025;;;;;;;;;;;;;;
ПС 110/6 кВ Химмаш;Ячейка 1;;;ТЕ3000.00.12;2008250758;;10.09.2025 19:30:40;;;;;;;;;;;;;;
ПС 110/6 кВ Химмаш;Ячейка 3;;;ТЕ3000.00.12;2008250601;;10.09.2025 19:32:51;;;;;;;;;;;;;;
ПС 110/6 кВ Химмаш;Ячейка 21;03.17.40;172.17.44.25:9002;СЭТ-4ТМ.03М;0812104877;;10.09.2025 14:15:08;;;;;;;;;;;;;;
ПС 110/6 кВ Химмаш;Ячейка 2;;;;;;10.09.2025 19:31:40;;;;;;;;;;;;;;
ПС 110/6 кВ Химмаш;Ячейка 4;;;ТЕ3000.00.12;2008250750;;10.09.2025 14:56:50;;;;;;;;;;;;;;
ПС 110/6 кВ Химмаш;Ячейка 12;03.17.40;172.17.44.25:9002;СЭТ-4ТМ.03М;0806174719;;10.09.2025 14:57:39;;;;;;;;;;;;;;
ПС 110/6 кВ Химмаш;Ячейка 38;;;ТЕ3000.00.12;2008250679;;10.09.2025 19:33:47;;;;;;;;;;;;;;
ПС 110/6 кВ Химмаш;Ячейка 81;;;ТЕ3000.00.12;2008250690;;10.09.2025 19:34:45;;;;;;;;;;;;;;
ПС 110/6 кВ Химмаш;Ячейка 84;03.17.40;172.17.44.25:9002;СЭТ-4ТМ.03М;0812104846;;10.09.2025 14:29:43;;;;;;;;;;;;;;
ПС 110/6 кВ Южная;Ячейка 2;;;ТЕ3000.00.12;2008250723;;10.09.2025 15:20:17;;;;;;;;;;;;;;
ПС 110/6 кВ Южная;Ячейка 3;03.17.40;172.17.44.21:9002;СЭТ-4ТМ.03М;0801170125;;10.09.2025 14:04:44;;;;;;;;;;;;;;
ПС 110/6 кВ Южная;Ячейка 4;;;ТЕ3000.00.12;2008250769;;10.09.2025 15:14:45;;;;;;;;;;;;;;
ПС 110/6 кВ Южная;Ячейка 5;03.17.50;172.17.44.21:9002;СЭТ-4ТМ.03М;0818200960;;10.09.2025 14:06:02;;;;;;;;;;;;;;
ПС 110/6 кВ Южная;Ячейка 6;03.17.40;172.17.44.21:9002;СЭТ-4ТМ.03М;0805120034;;10.09.2025 15:02:24;;;;;;;;;;;;;;
ПС 110/6 кВ Южная;Ячейка 7;;;ТЕ3000.00.12;2008250737;;10.09.2025 14:47:28;;;;;;;;;;;;;;
ПС 110/6 кВ Южная;Ячейка 8;03.17.50;172.17.44.21:9002;СЭТ-4ТМ.03М;0818200639;;10.09.2025 15:10:43;;;;;;;;;;;;;;
ПС 110/6 кВ Южная;Ячейка 9;;;ТЕ3000.00.12;2008250687;;10.09.2025 15:29:31;;;;;;;;;;;;;;
ПС 110/6 кВ Южная;Ячейка 10;03.17.40;172.17.44.21:9002;СЭТ-4ТМ.03М;0812104930;;10.09.2025 15:42:05;;;;;;;;;;;;;;
ПС 110/6 кВ Южная;Ячейка 12;03.17.40;172.17.44.21:9002;СЭТ-4ТМ.03М;0812104828;;10.09.2025 15:54:16;;;;;;;;;;;;;;
ПС 110/6 кВ Южная;Ячейка 16;20.00.32;172.17.44.21:9002;ТЕ3000.02;2008210009;;10.09.2025 15:34:29;;;;;;;;;;;;;;
ПС 110/6 кВ Южная;Ячейка 27;;;ТЕ3000.00.12;2008250776;;10.09.2025 15:03:40;;;;;;;;;;;;;;
ПС 110/6 кВ Южная;Ячейка 28;;;ТЕ3000.00.12;2008250772;;10.09.2025 14:11:48;;;;;;;;;;;;;;
ПС 110/6 кВ Южная;Ячейка 30;;;ТЕ3000.00.12;2008250762;;10.09.2025 15:01:27;;;;;;;;;;;;;;
ПС 110/6 кВ Южная;Ячейка 32;;;ТЕ3000.00.12;2008250712;;10.09.2025 16:23:22;;;;;;;;;;;;;;
ПС 110/6 кВ Южная;Ячейка 35;;;ТЕ3000.00.12;2008250718;;10.09.2025 15:00:31;;;;;;;;;;;;;;
ПС 110/6 кВ Южная;Ячейка 37;20.00.32;172.17.44.21:9002;ТЕ3000.02;2008210012;;10.09.2025 15:35:43;;;;;;;;;;;;;;
ПС 110/6 кВ Южная;Ячейка 42;03.17.40;172.17.44.21:9002;СЭТ-4ТМ.03М;0812104826;;10.09.2025 15:32:32;;;;;;;;;;;;;;
ПС 110/6 кВ Южная;Ячейка 44;;;СЭТ-4ТМ.03М;0803110819;;;;;;;;;;;;;;;;
ПС 110/6 кВ Южная;Ячейка 46;;;ТЕ3000.00.12;2008250673;;10.09.2025 14:07:36;;;;;;;;;;;;;;
ПС 110/6 кВ Южная;Ячейка 53;;;ТЕ3000.00.12;2008250726;;10.09.2025 14:42:20;;;;;;;;;;;;;;
ПС 110/6 кВ Южная;Ячейка 59;;;ТЕ3000.00.12;2008250781;;10.09.2025 16:02:36;;;;;;;;;;;;;;
ПС 110/6 кВ Южная;Ячейка 61;;;ТЕ3000.00.12;2008250660;;10.09.2025 19:30:40;;;;;;;;;;;;;;
ПС 110/6 кВ Южная;Ячейка 63;20.00.32;172.17.44.21:9002;ТЕ3000.02;2008210014;;10.09.2025 16:11:09;;;;;;;;;;;;;;
ПС 110/6 кВ Южная;Ячейка 65;03.17.50;172.17.44.21:9002;СЭТ-4ТМ.03М;0818201054;;10.09.2025 16:04:39;;;;;;;;;;;;;;
ПС 110/6 кВ Южная;Ячейка 67;03.17.40;172.17.44.21:9002;СЭТ-4ТМ.03М;0812104888;;10.09.2025 14:03:53;;;;;;;;;;;;;;
ПС 110/6 кВ Южная;Ячейка 58;20.00.32;172.17.44.21:9002;ТЕ3000.02;2008210013;;10.09.2025 16:09:32;;;;;;;;;;;;;;
ПС 110/6 кВ Южная;Ячейка 60;03.17.40;172.17.44.21:9002;СЭТ-4ТМ.03М;0812104870;;10.09.2025 19:00:52;;;;;;;;;;;;;;
ПС 110/6 кВ Южная;Ячейка 62;03.15.30;172.17.44.21:9002;СЭТ-4ТМ.03М;0807100763;;10.09.2025 16:03:15;;;;;;;;;;;;;;
ПС 110/6 кВ Южная;Ячейка 66;;;ТЕ3000.00.12;2008250683;;10.09.2025 16:15:12;;;;;;;;;;;;;;
ПС 110/6 кВ Южная;Ячейка 68;;;ТЕ3000.00.12;2008250777;;10.09.2025 14:02:32;;;;;;;;;;;;;;
ПС 110/6 кВ Южная;Ячейка 76;;;ТЕ3000.00.12;2008250773;;10.09.2025 14:31:14;;;;;;;;;;;;;;
ПС 110/10/6 кВ Заря;Ячейка 15;;;ТЕ3000.00.12;2008250730;;10.09.2025 9:53:56;;;;;;;;;;;;;;
ПС 110/10/6 кВ Заря;Ячейка 10;;;ТЕ3000.00.12;2008250668;;10.09.2025 10:19:15;;;;;;;;;;;;;;
ПС 110/10/6 кВ Заря;Ячейка 16;;;ТЕ3000.00.12;2008250765;;10.09.2025 10:52:00;;;;;;;;;;;;;;
ПС 110/10/6 кВ Заря;Ячейка 22;;;ТЕ3000.00.12;2008250746;;10.09.2025 15:13:54;;;;;;;;;;;;;;
ПС 110/10/6 кВ Заря;Ячейка 24;;;ТЕ3000.00.12;2008250717;;10.09.2025 10:18:17;;;;;;;;;;;;;;
ПС 110/10/6 кВ Заря;Ячейка 26;;;ТЕ3000.00.12;2008250779;;10.09.2025 9:52:49;;;;;;;;;;;;;;
ПС 110/10/6 кВ Заря;Ячейка 31;03.17.37;172.17.44.24:9002;СЭТ-4ТМ.03М;0805126525;;10.09.2025 15:15:03;;;;;;;;;;;;;;
ПС 110/10/6 кВ Заря;Ячейка 55;;;ТЕ3000.00.12;2008250706;;10.09.2025 15:10:48;;;;;;;;;;;;;;
ПС 110/10/6 кВ Заря;Ячейка 59;03.15.30;172.17.44.24:9002;СЭТ-4ТМ.03М;0807100926;;10.09.2025 15:09:36;;;;;;;;;;;;;;
ПС 110/10/6 кВ Заря;Ячейка 63;03.17.39;172.17.44.24:9002;СЭТ-4ТМ.03М.01 (36697-08);0812138443;;10.09.2025 8:49:39;;;;;;;;;;;;;;
ПС 110/10/6 кВ Заря;Ячейка 65;03.17.33;172.17.44.24:9002;СЭТ-4ТМ.03М;0803112542;;10.09.2025 15:18:34;;;;;;;;;;;;;;
ПС 110/10/6 кВ Заря;Ячейка 67;;;ТЕ3000.00.12;2008250692;;10.09.2025 15:17:20;;;;;;;;;;;;;;
ПС 110/10/6 кВ Заря;Ячейка 42;;;ТЕ3000.00.12;2008250770;;10.09.2025 15:16:14;;;;;;;;;;;;;;
ПС 110/10/6 кВ Заря;Ячейка 44;;;ТЕ3000.00.12;2008250663;;10.09.2025 10:16:32;;;;;;;;;;;;;;
ПС 110/10/6 кВ Заря;Ячейка 58;;;ТЕ3000.00.12;2008250642;;10.09.2025 10:17:32;;;;;;;;;;;;;;
ПС 110/10/6 кВ Заря;Ячейка 60;;;ТЕ3000.00.12;2008250731;;10.09.2025 0:06:57;;;;;;;;;;;;;;
ПС 110/10/6 кВ Заря;Ячейка 68;;;;;;10.09.2025 7:43:23;;;;;;;;;;;;;;
ПС 110/10/6 кВ Маяк;Ячейка 10;03.16.30;192.168.240.3:80;СЭТ-4ТМ.03М;0808101702;;26.09.2025 10:06:11;;;;;;;;;;;;;;
ПС 110/10/6 кВ Маяк;Ячейка 26;03.17.33;192.168.240.3:80;СЭТ-4ТМ.03М;0812106052;;30.08.2025 21:26:35;;;;;;;;;;;;;;
ПС 110/10/6 кВ Маяк;Ячейка 36;03.16.30;192.168.240.3:80;СЭТ-4ТМ.03М;0808101744;;26.09.2025 10:24:24;;;;;;;;;;;;;;
ПС 110/10/6 кВ Маяк;Ячейка 38;;;ТЕ3000.00.12;2008250735;;26.09.2025 10:59:26;;;;;;;;;;;;;;
ПС 110/10/6 кВ Маяк;Ячейка 40;;;ТЕ3000.00.12;2008250685;;26.09.2025 10:42:55;;;;;;;;;;;;;;
ПС 110/10/6 кВ Маяк;Ячейка 52;03.17.50;192.168.240.3:80;СЭТ-4ТМ.03М;0801181786;;10.10.2025 10:48:44;;;;;;;;;;;;;;
ПС 110/10/6 кВ Маяк;Ячейка 58;03.17.40;192.168.240.3:80;СЭТ-4ТМ.03М;0812105146;;10.10.2025 10:48:45;;;;;;;;;;;;;;
ПС 110/10/6 кВ Маяк;Ячейка 66;03.17.50;192.168.240.3:80;СЭТ-4ТМ.03М;0802180390;;10.10.2025 10:48:44;;;;;;;;;;;;;;
ПС 110/10/6 кВ Маяк;Ячейка 70;02.35.30;192.168.240.3:80;СЭТ-4ТМ.03.01;0108054049;;01.10.2025 10:43:16;;;;;;;;;;;;;;
ПС 110/10 кВ Арбеково-1;Ячейка 7;;;ТЕ3000.00.12;2008250724;;09.09.2025 5:00:41;;;;;;;;;;;;;;
ПС 110/10 кВ Арбеково-1;Ячейка 9;03.17.33;10.10.40.226:9002;СЭТ-4ТМ.03М;0802112092;;09.10.2025 18:02:30;;;;;;;;;;;;;;
ПС 110/10 кВ Арбеково-1;Ячейка 19;03.17.40;10.10.40.226:9002;СЭТ-4ТМ.03М;0811140325;;10.10.2025 10:51:05;;;;;;;;;;;;;;
ПС 110/10 кВ Арбеково-1;Ячейка 21;;;ТЕ3000.00.12;2008250702;;09.09.2025 8:28:33;;;;;;;;;;;;;;
ПС 110/10 кВ Арбеково-1;Ячейка 23;03.17.50;10.10.40.226:9002;СЭТ-4ТМ.03М;0818200191;;10.10.2025 10:49:25;;;;;;;;;;;;;;
ПС 110/10 кВ Арбеково-1;Ячейка 27;;;ТЕ3000.00.12;2008250652;;09.09.2025 7:31:33;;;;;;;;;;;;;;
ПС 110/10 кВ Арбеково-1;Ячейка 37;;;ТЕ3000.00.12;2008250753;;09.09.2025 9:01:02;;;;;;;;;;;;;;
ПС 110/10 кВ Арбеково-1;Ячейка 43;03.17.40;10.10.40.226:9002;СЭТ-4ТМ.03М;0811140564;;10.10.2025 10:47:31;;;;;;;;;;;;;;
ПС 110/10 кВ Арбеково-1;Ячейка 10;03.17.40;10.10.40.226:9002;СЭТ-4ТМ.03М;0812104897;;10.10.2025 10:52:34;;;;;;;;;;;;;;
ПС 110/10 кВ Арбеково-1;Ячейка 12;03.17.33;10.10.40.226:9002;СЭТ-4ТМ.03М;0806112555;;09.10.2025 18:04:16;;;;;;;;;;;;;;
ПС 110/10 кВ Арбеково-1;Ячейка 14;;;ТЕ3000.00.12;2008250677;;09.09.2025 10:31:20;;;;;;;;;;;;;;
ПС 110/10 кВ Арбеково-1;Ячейка 18;03.17.50;10.10.40.226:9002;СЭТ-4ТМ.03М;0818200927;;10.10.2025 10:49:05;;;;;;;;;;;;;;
ПС 110/10 кВ Арбеково-1;Ячейка 22;;;ТЕ3000.00.12;2008250648;;09.09.2025 9:31:24;;;;;;;;;;;;;;
ПС 110/10 кВ Арбеково-1;Ячейка 24;;;ТЕ3000.00.12;2008250748;;09.09.2025 9:31:39;;;;;;;;;;;;;;
